class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.6814054250717163,0.38917839527130127,-0.7208453416824341,0.9999818801879883,0.6881154775619507,0.3693235516548157,-0.7019264698028564,0.9999665021896362,0.6921181678771973,0.3684556186199188,-0.701972246170044,0.9999595880508423,0.6956356167793274,0.3677169680595398,-0.7021822333335876,0.9999679327011108,0.674928605556488,0.3694959282875061,-0.6992055773735046,0.9999525547027588,0.6706799864768982,0.36833974719047546,-0.6992689371109009,0.9999347925186157,0.6672833561897278,0.3676372468471527,-0.6992405652999878,0.9999401569366455,0.7029396295547485,0.3665992021560669,-0.5566280484199524,0.9999474287033081,0.6644473671913147,0.3708283305168152,-0.5422223210334778,0.9998847246170044,0.6892153024673462,0.40594059228897095,-0.6635044813156128,0.9999889135360718,0.6742482781410217,0.40716904401779175,-0.6594419479370117,0.9999850988388062,0.7424896955490112,0.4738183617591858,-0.40946871042251587,0.99997878074646,0.6292604804039001,0.47507184743881226,-0.3919670581817627,0.9998549222946167,0.763473629951477,0.6204257607460022,-0.41815558075904846,0.9921076893806458,0.6101965308189392,0.6235378384590149,-0.40174269676208496,0.9710192084312439,0.7708138227462769,0.7427480220794678,-0.5103517174720764,0.9683436155319214,0.5995885133743286,0.746120810508728,-0.5035942196846008,0.9147287607192993,0.7811123728752136,0.7783716917037964,-0.5522491335868835,0.9246224164962769,0.5941400527954102,0.7767432928085327,-0.5435638427734375,0.8275461792945862,0.7710054516792297,0.778316855430603,-0.5806275606155396,0.9342256188392639,0.6023241281509399,0.7807587385177612,-0.5747200846672058,0.836606502532959,0.7654167413711548,0.7690160870552063,-0.5244495868682861,0.9178450107574463,0.6061629056930542,0.7713247537612915,-0.5192198753356934,0.8103366494178772,0.718380331993103,0.5743796229362488,0.0011452205944806337,0.9999561309814453,0.6569707989692688,0.5744265913963318,-0.000948765897192061,0.9999078512191772,0.7436063885688782,0.718275785446167,-0.39390257000923157,0.9847893714904785,0.6319915056228638,0.7089732885360718,-0.3572356402873993,0.9790318012237549,0.7347937822341919,0.9164543151855469,-0.13168707489967346,0.9792192578315735,0.6426219940185547,0.9070990681648254,-0.11175534874200821,0.9875891804695129,0.7277369499206543,0.9389066696166992,-0.11467090994119644,0.9016398191452026,0.6477157473564148,0.930521547794342,-0.09628497064113617,0.9051481485366821,0.7395026683807373,0.970616340637207,-0.29276350140571594,0.9692865610122681,0.6313831210136414,0.9619487524032593,-0.27750536799430847,0.9748356342315674
up,0.6855672597885132,0.16246476769447327,-0.3951681852340698,0.9999827742576599,0.691879391670227,0.1424737125635147,-0.37877845764160156,0.999966561794281,0.6963238716125488,0.14217400550842285,-0.37883666157722473,0.9999599456787109,0.7003073692321777,0.1415593922138214,-0.37888795137405396,0.9999676942825317,0.6794765591621399,0.14435744285583496,-0.37889212369918823,0.9999544024467468,0.6761283874511719,0.14544980227947235,-0.3789534568786621,0.9999378323554993,0.6723453998565674,0.1463572382926941,-0.37902265787124634,0.9999430179595947,0.7055922746658325,0.14890290796756744,-0.26266780495643616,0.9999447464942932,0.6685081124305725,0.1568615436553955,-0.26187241077423096,0.9998886585235596,0.6939545273780823,0.18147046864032745,-0.35037922859191895,0.9999890327453613,0.6788628101348877,0.1829635351896286,-0.3503389060497284,0.9999856948852539,0.7453978061676025,0.2809530198574066,-0.1669880747795105,0.9999729990959167,0.6325309872627258,0.2840851843357086,-0.17295509576797485,0.999866247177124,0.7652350664138794,0.4224397838115692,-0.1223607212305069,0.9920248985290527,0.6168709993362427,0.42200642824172974,-0.11800341308116913,0.9718225598335266,0.7762043476104736,0.5554402470588684,-0.19520388543605804,0.965706467628479,0.6040701270103455,0.5530139207839966,-0.1981450468301773,0.9163262844085693,0.7836205363273621,0.5930761098861694,-0.21703454852104187,0.9190993905067444,0.5969603657722473,0.594610333442688,-0.22200024127960205,0.8313125967979431,0.776008665561676,0.593738317489624,-0.2509419322013855,0.9290348291397095,0.6030596494674683,0.5933894515037537,-0.26238855719566345,0.8408379554748535,0.7717390656471252,0.5821343660354614,-0.20928926765918732,0.9128121137619019,0.6079860329627991,0.5818878412246704,-0.21504755318164825,0.8161591291427612,0.7182924151420593,0.5412136316299438,0.004540070425719023,0.9998936057090759,0.6593116521835327,0.5373312830924988,-0.004577662330120802,0.9998896718025208,0.7268475890159607,0.7182852029800415,0.003512635361403227,0.9851765632629395,0.6524576544761658,0.7128082513809204,-0.1057094931602478,0.9802064895629883,0.7347638607025146,0.9134104251861572,0.14396414160728455,0.9803276658058167,0.6424375176429749,0.9087002873420715,0.028994571417570114,0.988347053527832,0.7278978824615479,0.9387052655220032,0.14789603650569916,0.8982175588607788,0.6469408273696899,0.9378095865249634,0.03325871378183365,0.9054390788078308,0.7395361661911011,0.9649308919906616,0.001572833163663745,0.9707886576652527,0.6329523324966431,0.9604135155677795,-0.12786400318145752,0.9765809178352356
up,0.6875646114349365,0.15374086797237396,-0.39559561014175415,0.9999832510948181,0.6939061880111694,0.1350388377904892,-0.3801627457141876,0.9999649524688721,0.6986441612243652,0.13460738956928253,-0.3802158534526825,0.9999585747718811,0.7027267813682556,0.13464976847171783,-0.38026219606399536,0.9999659061431885,0.6809269189834595,0.1361750215291977,-0.38073742389678955,0.9999544620513916,0.677526593208313,0.13634246587753296,-0.380794495344162,0.9999387264251709,0.6740012764930725,0.13680222630500793,-0.3808457851409912,0.9999433755874634,0.7073412537574768,0.14109984040260315,-0.2624860405921936,0.9999412894248962,0.6700389385223389,0.144198477268219,-0.2638368308544159,0.9998884797096252,0.6964733004570007,0.1754651963710785,-0.34937387704849243,0.9999887943267822,0.6806508302688599,0.17817337810993195,-0.35002005100250244,0.9999858140945435,0.7470080256462097,0.2666972279548645,-0.16660939157009125,0.9999715089797974,0.6349959969520569,0.27090469002723694,-0.16607005894184113,0.9998759627342224,0.7664878368377686,0.41044509410858154,-0.1163729876279831,0.9922643899917603,0.6181082725524902,0.41095152497291565,-0.10423880815505981,0.9717866778373718,0.7786703109741211,0.5457356572151184,-0.19163189828395844,0.9660318493843079,0.604963481426239,0.5422505140304565,-0.18807575106620789,0.9161744117736816,0.7853821516036987,0.5845293402671814,-0.21389241516590118,0.9196510910987854,0.5976213216781616,0.5832362174987793,-0.2111004889011383,0.833416759967804,0.7780178189277649,0.5848252773284912,-0.24918659031391144,0.9293156266212463,0.6030438542366028,0.5830937027931213,-0.2538105845451355,0.8433430790901184,0.7742922902107239,0.5764551162719727,-0.20596015453338623,0.9135469794273376,0.6079764366149902,0.572285532951355,-0.20600593090057373,0.8196170926094055,0.7184773683547974,0.5350072383880615,0.0044137900695204735,0.9998456239700317,0.6597647070884705,0.5314586162567139,-0.004456354305148125,0.9998652935028076,0.7239573001861572,0.7186853289604187,0.0027676462195813656,0.9859449863433838,0.6560702323913574,0.7159230709075928,-0.06798435747623444,0.9815236330032349,0.7347629070281982,0.912715494632721,0.13774637877941132,0.9816733598709106,0.6423643231391907,0.9101755023002625,0.07522531598806381,0.9890241026878357,0.7283365726470947,0.9397494792938232,0.1413945108652115,0.8993480801582336,0.6465883851051331,0.9406701922416687,0.08003678172826767,0.9050993323326111,0.7398550510406494,0.9624696373939514,-0.004631076008081436,0.9726300835609436,0.633044421672821,0.9606279730796814,-0.07631108164787292,0.9781227111816406
up,0.6884844899177551,0.14913122355937958,-0.3651614785194397,0.9999837875366211,0.6946367025375366,0.13044750690460205,-0.3496805727481842,0.9999632239341736,0.6992307901382446,0.13052235543727875,-0.3497212529182434,0.9999577403068542,0.7031657099723816,0.13064001500606537,-0.3497193455696106,0.9999638199806213,0.6820348501205444,0.13177858293056488,-0.34972554445266724,0.9999542832374573,0.6784482598304749,0.1325002908706665,-0.3497731387615204,0.9999398589134216,0.6753422021865845,0.1333264261484146,-0.3498099744319916,0.9999433159828186,0.70771723985672,0.1392616331577301,-0.23714621365070343,0.999937891960144,0.6712652444839478,0.1436692327260971,-0.23760715126991272,0.9998877644538879,0.6972500681877136,0.17028242349624634,-0.321654349565506,0.9999884366989136,0.6810412406921387,0.1713220775127411,-0.32195064425468445,0.9999856352806091,0.7485454082489014,0.2709003984928131,-0.15544958412647247,0.9999711513519287,0.6354247331619263,0.2735916078090668,-0.14639045298099518,0.9998843669891357,0.7664198279380798,0.4108855426311493,-0.10213122516870499,0.9924957752227783,0.6194777488708496,0.4150296449661255,-0.08814941346645355,0.9707209467887878,0.778476893901825,0.5446433424949646,-0.18607747554779053,0.9675793647766113,0.605587363243103,0.5425968766212463,-0.17242325842380524,0.9156171679496765,0.78514564037323,0.5834822058677673,-0.210658460855484,0.9232581853866577,0.5981470346450806,0.5829240679740906,-0.19679637253284454,0.8357268571853638,0.7782278656959534,0.5828143954277039,-0.2461840659379959,0.9324086308479309,0.603033185005188,0.5834166407585144,-0.23882372677326202,0.8459535837173462,0.7746803164482117,0.5740729570388794,-0.2007358968257904,0.9173858761787415,0.6080073714256287,0.572245717048645,-0.19085565209388733,0.823315441608429,0.7187647819519043,0.5397372245788574,0.002628509420901537,0.9998219013214111,0.6599772572517395,0.5364782810211182,-0.0027574398554861546,0.9998584985733032,0.7234892249107361,0.721727728843689,0.04772227257490158,0.9865739345550537,0.6566571593284607,0.7174413800239563,-0.04247619956731796,0.9829038977622986,0.734772801399231,0.9107962846755981,0.21131348609924316,0.9829435348510742,0.6423084139823914,0.9101186990737915,0.10158900916576385,0.9896249175071716,0.7287798523902893,0.9377474188804626,0.2185204029083252,0.9015750885009766,0.6465998291969299,0.9399175643920898,0.10688555240631104,0.9055699110031128,0.7415232062339783,0.962171196937561,0.08349969983100891,0.9743671417236328,0.6329984664916992,0.960726261138916,-0.03892043977975845,0.979419469833374
up,0.6880923509597778,0.1636681705713272,-0.41141217947006226,0.9999843835830688,0.6945394277572632,0.14187736809253693,-0.398756206035614,0.9999629259109497,0.6991655230522156,0.1412426233291626,-0.3987554609775543,0.9999580979347229,0.7031858563423157,0.1409519910812378,-0.39872175455093384,0.9999631643295288,0.6818171739578247,0.14312969148159027,-0.3967839479446411,0.9999549984931946,0.6780827641487122,0.1433185636997223,-0.3968464434146881,0.9999420046806335,0.6750591993331909,0.14372771978378296,-0.39687687158584595,0.9999446868896484,0.7084240317344666,0.14764504134655,-0.2909192144870758,0.9999362826347351,0.6719151139259338,0.1503545492887497,-0.2822640538215637,0.9998900890350342,0.6970082521438599,0.18482884764671326,-0.36929088830947876,0.9999879598617554,0.6810911297798157,0.187804713845253,-0.366796612739563,0.9999854564666748,0.750999927520752,0.2795914113521576,-0.20814621448516846,0.9999714493751526,0.6365237236022949,0.2800789773464203,-0.19227823615074158,0.9998918771743774,0.7664285898208618,0.4291381537914276,-0.16516903042793274,0.9926783442497253,0.6202437877655029,0.4304831922054291,-0.14098070561885834,0.9712382555007935,0.7781733870506287,0.5659776329994202,-0.2546578347682953,0.9692028760910034,0.6066906452178955,0.5652640461921692,-0.21931283175945282,0.9187428951263428,0.7849815487861633,0.601166844367981,-0.2831335961818695,0.9269334077835083,0.5989872813224792,0.6021477580070496,-0.2452293336391449,0.8424686789512634,0.7777352929115295,0.6021679043769836,-0.3170376718044281,0.9355383515357971,0.6043981313705444,0.604810893535614,-0.2832467257976532,0.8524359464645386,0.7739897966384888,0.5911067724227905,-0.26925456523895264,0.921572208404541,0.6101784706115723,0.5925012826919556,-0.23609206080436707,0.8312087655067444,0.7187546491622925,0.5455108284950256,2.9890690711908974e-05,0.999821126461029,0.6598547697067261,0.5431777238845825,-0.00022231086040847003,0.9998553991317749,0.7257143259048462,0.7281264662742615,0.06290808320045471,0.9869866967201233,0.6540876030921936,0.7190027832984924,0.05371047183871269,0.9840315580368042,0.734571099281311,0.9080037474632263,0.24374766647815704,0.9840103983879089,0.6423038840293884,0.9093776941299438,0.2515508532524109,0.9899085760116577,0.7287988662719727,0.9329765439033508,0.254150390625,0.9049502611160278,0.6466321349143982,0.9368579387664795,0.26484617590904236,0.9059723615646362,0.7423444390296936,0.9625096917152405,0.12726163864135742,0.9758720397949219,0.6338375806808472,0.9615445733070374,0.1419745236635208,0.9800925254821777
up,0.6877294778823853,0.31875863671302795,-0.70567387342453,0.9999850392341614,0.6942287683486938,0.2987310290336609,-0.6835488677024841,0.9999642968177795,0.6987877488136292,0.2978646457195282,-0.683541476726532,0.9999598264694214,0.702754557132721,0.29720184206962585,-0.6837044358253479,0.999964714050293,0.6814475059509277,0.29830023646354675,-0.6835359334945679,0.9999568462371826,0.6776787042617798,0.2970353066921234,-0.6836324334144592,0.9999448657035828,0.6747195720672607,0.29588228464126587,-0.6835874915122986,0.9999472498893738,0.7082144618034363,0.2978052496910095,-0.5339178442955017,0.9999388456344604,0.6716978549957275,0.29793739318847656,-0.53444504737854,0.9998958706855774,0.6967616677284241,0.335251122713089,-0.6480133533477783,0.9999879002571106,0.681046724319458,0.3363078534603119,-0.6482512354850769,0.9999853372573853,0.7490062713623047,0.4132411479949951,-0.39708417654037476,0.9999712109565735,0.6345386505126953,0.4141334593296051,-0.3783458471298218,0.9998906254768372,0.7663384675979614,0.5593899488449097,-0.39084479212760925,0.9928038120269775,0.6166174411773682,0.5670470595359802,-0.36994728446006775,0.9707722067832947,0.7772348523139954,0.6908042430877686,-0.4764156937599182,0.9700146317481995,0.6058775186538696,0.6892134547233582,-0.4642682671546936,0.917251706123352,0.7837177515029907,0.7212404608726501,-0.5157361030578613,0.9282281994819641,0.5983963012695312,0.7180019617080688,-0.5051498413085938,0.8400299549102783,0.7774926424026489,0.7239396572113037,-0.5460008382797241,0.9365202188491821,0.6043663024902344,0.7221723198890686,-0.5383327603340149,0.8501666784286499,0.7734512090682983,0.7140507102012634,-0.49107155203819275,0.922983705997467,0.6101483702659607,0.7107349038124084,-0.48169881105422974,0.830020546913147,0.7205239534378052,0.5483065843582153,3.635685789049603e-05,0.9998361468315125,0.6595242023468018,0.5465593338012695,-0.00021499562717508525,0.9998658299446106,0.7366219758987427,0.7272515296936035,-0.321767121553421,0.985694408416748,0.6447482705116272,0.7162671685218811,-0.32050395011901855,0.983566403388977,0.7346343398094177,0.9080501198768616,-0.14125922322273254,0.9835596084594727,0.6423674821853638,0.9093230366706848,-0.12765879929065704,0.9893357157707214,0.7290974855422974,0.9341909885406494,-0.13319504261016846,0.9044638872146606,0.6491367220878601,0.9368143081665039,-0.11858023703098297,0.9045504927635193,0.7424868941307068,0.9671007990837097,-0.3169842064380646,0.9754763245582581,0.6334184408187866,0.9631985425949097,-0.2995387017726898,0.9795423150062561
up,0.6876712441444397,0.33625328540802,-0.7065586447715759,0.9999858736991882,0.6941772103309631,0.3151291012763977,-0.6846364736557007,0.9999661445617676,0.6986972093582153,0.3143414258956909,-0.6846207976341248,0.9999620914459229,0.7026252746582031,0.31371814012527466,-0.6847852468490601,0.9999667406082153,0.6813599467277527,0.315682053565979,-0.6843332052230835,0.9999590516090393,0.6773636341094971,0.3150210380554199,-0.6844276189804077,0.9999480843544006,0.6743290424346924,0.3145287334918976,-0.6843835711479187,0.9999501705169678,0.7078589200973511,0.3149802088737488,-0.5354722142219543,0.9999423623085022,0.6708924174308777,0.3173961341381073,-0.5346811413764954,0.9999021887779236,0.6964593529701233,0.3534567356109619,-0.6490411162376404,0.999988317489624,0.6805182695388794,0.354901522397995,-0.6489306688308716,0.9999857544898987,0.7479433417320251,0.4299966096878052,-0.3962269723415375,0.9999721050262451,0.6340302228927612,0.43119892477989197,-0.3776928782463074,0.999890148639679,0.7663230895996094,0.5759604573249817,-0.37981101870536804,0.993033766746521,0.6141567826271057,0.5773398280143738,-0.36421889066696167,0.9706148505210876,0.7762356400489807,0.7054091691970825,-0.4602842330932617,0.9712749719619751,0.6056596636772156,0.7052252292633057,-0.4580576419830322,0.9154187440872192,0.782681941986084,0.7373565435409546,-0.49791520833969116,0.9306221008300781,0.5982763171195984,0.7349635362625122,-0.4979492723941803,0.8367144465446472,0.7761059403419495,0.7400978803634644,-0.5290940403938293,0.9385137557983398,0.6046598553657532,0.7383836507797241,-0.5311407446861267,0.8469153046607971,0.7723137140274048,0.7300073504447937,-0.4748135209083557,0.9253886342048645,0.6100908517837524,0.7271947264671326,-0.4751933217048645,0.8275167942047119,0.7206650972366333,0.549952507019043,8.833924948703498e-05,0.9998496770858765,0.6586125493049622,0.5483927130699158,-0.00024675088934600353,0.9998748898506165,0.7410621643066406,0.7271395325660706,-0.3259570598602295,0.9850918650627136,0.6397581696510315,0.7161651849746704,-0.3241511583328247,0.9836198687553406,0.7348114252090454,0.9080571532249451,-0.12873542308807373,0.9835317730903625,0.6423782110214233,0.9094281792640686,-0.12043651193380356,0.9890485405921936,0.7294003367424011,0.9335716962814331,-0.11902277171611786,0.9033121466636658,0.6502931714057922,0.9367333054542542,-0.11025024950504303,0.9029170870780945,0.7424774765968323,0.9699668288230896,-0.301207572221756,0.9753541350364685,0.6333979368209839,0.9665721654891968,-0.2896624803543091,0.9792321920394897
up,0.6875038146972656,0.3377735912799835,-0.6897298097610474,0.9999867081642151,0.6940343379974365,0.3165140450000763,-0.6679710149765015,0.9999680519104004,0.6986023187637329,0.31576159596443176,-0.6679526567459106,0.9999643564224243,0.7024813890457153,0.3152226507663727,-0.6681085824966431,0.9999687075614929,0.6811728477478027,0.3171016573905945,-0.6673431992530823,0.9999613165855408,0.6770276427268982,0.3166833519935608,-0.6674400568008423,0.9999513626098633,0.6739095449447632,0.3163929283618927,-0.6673988699913025,0.9999531507492065,0.7074924111366272,0.31702595949172974,-0.5209940075874329,0.9999458193778992,0.6704308390617371,0.31951698660850525,-0.5187242031097412,0.9999085664749146,0.6959629654884338,0.3552211821079254,-0.6332237720489502,0.9999887943267822,0.6799827814102173,0.35684525966644287,-0.6326709985733032,0.9999862909317017,0.747576892375946,0.4331269860267639,-0.38451504707336426,0.999972939491272,0.6335886716842651,0.4345010221004486,-0.365153044462204,0.999891459941864,0.7662981748580933,0.5791863799095154,-0.36500856280326843,0.9932683706283569,0.6126054525375366,0.5785963535308838,-0.34896308183670044,0.9709396958351135,0.7757095098495483,0.7072731852531433,-0.44436508417129517,0.9724786281585693,0.6050304770469666,0.7072019577026367,-0.44293951988220215,0.9155511260032654,0.7817497849464417,0.7397347092628479,-0.48148399591445923,0.9329496026039124,0.5977940559387207,0.7376126050949097,-0.48225489258766174,0.8365302085876465,0.7748500108718872,0.7420311570167542,-0.513187825679779,0.9404740929603577,0.6046479940414429,0.7413238286972046,-0.5160006880760193,0.846724271774292,0.7713049054145813,0.7320070862770081,-0.4590587615966797,0.9278044700622559,0.6100302934646606,0.7302529811859131,-0.4602198004722595,0.8281763195991516,0.7209035158157349,0.5509566068649292,0.00011104227451141924,0.9998619556427002,0.6581471562385559,0.54949951171875,-0.0002592703385744244,0.9998834133148193,0.743201494216919,0.7274507284164429,-0.3227916359901428,0.9846288561820984,0.6374896168708801,0.7162255048751831,-0.3189966082572937,0.9837214350700378,0.7349640130996704,0.9077174663543701,-0.11933497339487076,0.9835086464881897,0.6424598693847656,0.909360408782959,-0.11113631725311279,0.9887623190879822,0.7298345565795898,0.9327205419540405,-0.10889939218759537,0.9022656083106995,0.6511408686637878,0.9357215762138367,-0.10042420774698257,0.9016903042793274,0.742459237575531,0.9702405333518982,-0.2879818081855774,0.9752006530761719,0.6333800554275513,0.9671656489372253,-0.277182400226593,0.9789192080497742
up,0.6874510645866394,0.33773764967918396,-0.6829577684402466,0.9999874830245972,0.693997859954834,0.316345751285553,-0.6618408560752869,0.9999696612358093,0.6985599398612976,0.3155590891838074,-0.661815881729126,0.9999663233757019,0.702325701713562,0.3151048719882965,-0.661965012550354,0.9999703764915466,0.6811383962631226,0.31675153970718384,-0.6611081957817078,0.9999632239341736,0.6769684553146362,0.31637275218963623,-0.6612073183059692,0.9999542236328125,0.6736897826194763,0.31614023447036743,-0.661163866519928,0.9999557137489319,0.7072671055793762,0.3172108232975006,-0.5171001553535461,0.9999487996101379,0.6702588796615601,0.3193979561328888,-0.51408851146698,0.9999141693115234,0.6955885291099548,0.35532692074775696,-0.6271788477897644,0.9999892115592957,0.6797748804092407,0.35671111941337585,-0.626399040222168,0.9999867677688599,0.747454047203064,0.43330681324005127,-0.3809826970100403,0.9999738931655884,0.6332117915153503,0.4352973401546478,-0.36179688572883606,0.9998942613601685,0.7662568688392639,0.579222559928894,-0.3592107892036438,0.9935087561607361,0.6119329929351807,0.5774811506271362,-0.34347766637802124,0.9717420339584351,0.7754467725753784,0.7070918679237366,-0.43661636114120483,0.9736066460609436,0.6047255992889404,0.7069997787475586,-0.43571609258651733,0.9173369407653809,0.7811933755874634,0.7396445274353027,-0.4731638431549072,0.9351462125778198,0.5976393222808838,0.7385143637657166,-0.47454017400741577,0.8391080498695374,0.7740124464035034,0.7416160702705383,-0.5050576329231262,0.9423343539237976,0.6046408414840698,0.741520881652832,-0.5089930295944214,0.8492066860198975,0.7706097960472107,0.7315745949745178,-0.4513600468635559,0.9301608204841614,0.609969973564148,0.7303468585014343,-0.4532032608985901,0.8315287828445435,0.7212661504745483,0.5513318777084351,0.00011746255040634423,0.9998730421066284,0.6580864787101746,0.5500908493995667,-0.00025937389000318944,0.9998911023139954,0.7440744638442993,0.7273670434951782,-0.3206551671028137,0.984180212020874,0.6367995142936707,0.7161990404129028,-0.3118630647659302,0.9836875200271606,0.7349839210510254,0.9076665043830872,-0.11993297189474106,0.9834017753601074,0.6424664855003357,0.9088985919952393,-0.1055593490600586,0.9882670640945435,0.7303029894828796,0.9322789311408997,-0.10978039354085922,0.9000185132026672,0.6511390209197998,0.934511661529541,-0.09497164189815521,0.8997206687927246,0.7410622835159302,0.9706854820251465,-0.28842538595199585,0.9748914241790771,0.6332885026931763,0.9673002362251282,-0.26970839500427246,0.9783897995948792
up,0.6873546838760376,0.33761611580848694,-0.6886609792709351,0.9999882578849792,0.6938874125480652,0.3163871467113495,-0.6675370931625366,0.9999712705612183,0.6984490156173706,0.3157927691936493,-0.6675089001655579,0.9999682903289795,0.7022241353988647,0.31551551818847656,-0.667660117149353,0.9999720454216003,0.6809529066085815,0.31617259979248047,-0.6668423414230347,0.9999651312828064,0.6767669916152954,0.315592497587204,-0.6669396162033081,0.9999570250511169,0.6735507249832153,0.31512874364852905,-0.6668945550918579,0.9999582767486572,0.7070642709732056,0.3180099129676819,-0.5228039026260376,0.9999518394470215,0.6701421737670898,0.3185381293296814,-0.519827127456665,0.9999196529388428,0.6952210664749146,0.35578909516334534,-0.632834792137146,0.9999896883964539,0.6797509789466858,0.3565260171890259,-0.6320642232894897,0.9999872446060181,0.7472848892211914,0.43311694264411926,-0.3861645758152008,0.9999748468399048,0.6327887773513794,0.43568262457847595,-0.36698824167251587,0.9998970031738281,0.7661954760551453,0.5786070823669434,-0.36614781618118286,0.993731677532196,0.6117204427719116,0.5773820281028748,-0.3509157598018646,0.9723218083381653,0.7753874063491821,0.7065858244895935,-0.44389957189559937,0.9745320677757263,0.6046547293663025,0.7059086561203003,-0.44304704666137695,0.918477475643158,0.7810028791427612,0.7393852472305298,-0.48071011900901794,0.9368911981582642,0.5975974798202515,0.7377315759658813,-0.48190146684646606,0.8406402468681335,0.7739596962928772,0.7419262528419495,-0.5124303102493286,0.9437910318374634,0.6048937439918518,0.740372896194458,-0.516293466091156,0.8506377935409546,0.7705391645431519,0.7315695881843567,-0.4587019979953766,0.9320655465126038,0.610054612159729,0.7290290594100952,-0.4605715274810791,0.8336117267608643,0.721389889717102,0.5515973567962646,-6.5822860051412135e-06,0.9998831152915955,0.6580689549446106,0.5502342581748962,-0.00010461715282872319,0.9998980760574341,0.7441691756248474,0.7272987961769104,-0.3246048092842102,0.9840287566184998,0.635979950428009,0.7161200642585754,-0.3090798854827881,0.9838031530380249,0.7349825501441956,0.9074393510818481,-0.12547239661216736,0.9836007952690125,0.6424989700317383,0.9088739156723022,-0.10479547083377838,0.988059937953949,0.7305436134338379,0.9318722486495972,-0.1156412810087204,0.8992807269096375,0.6515089273452759,0.9340999126434326,-0.09457460045814514,0.8990915417671204,0.7400181889533997,0.9707692265510559,-0.29569023847579956,0.9750487804412842,0.6321467161178589,0.968944787979126,-0.2698383331298828,0.9782541990280151
